"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"468","부산광역시 부산진구 범전동","7*","단독","8m미만","84.30","91.00","202504","23","71,000","개인","개인","1980","범양로","-","중개거래","부산 동래구"
"469","부산광역시 사하구 괴정동","5**","단독","8m미만","142.51","157.10","202504","23","45,000","개인","개인","1981","장평로449번길","-","중개거래","부산 사하구"
"470","부산광역시 강서구 대저2동","1***","단독","12m미만","140.33","397.00","202504","23","60,000","개인","개인","2000","경전철로31번길","-","중개거래","부산 동래구, 부산 북구"
"471","부산광역시 영도구 영선동2가","4*","단독","12m미만","49.59","72.40","202504","23","22,000","개인","개인","1900","절영로101번길","-","중개거래","부산 영도구"
"472","부산광역시 금정구 서동","3**","다가구","8m미만","175.20","53.00","202504","23","16,000","개인","개인","1996","서동로88번길","-","중개거래","부산 금정구, 부산 부산진구"
"473","부산광역시 남구 대연동","1***","다가구","8m미만","193.70","202.00","202504","22","63,927","법인","개인","1974","진남로46번길","-","직거래","-"
"474","부산광역시 사상구 덕포동","4**","단독","8m미만","147.89","118.20","202504","22","30,500","법인","개인","1985","사상로","-","직거래","-"
"475","부산광역시 금정구 서동","5**","단독","8m미만","42.98","53.00","202504","22","10,000","개인","개인","1973","서동로79번길","-","직거래","-"
"476","부산광역시 금정구 부곡동","2**","다가구","12m미만","117.32","209.90","202504","22","40,000","개인","개인","1978","기찰로","-","직거래","-"
"477","부산광역시 금정구 남산동","1**","다가구","8m미만","143.27","138.40","202504","22","31,500","개인","개인","1984","중앙대로","-","직거래","-"
"478","부산광역시 사하구 당리동","3**","단독","12m미만","106.91","155.70","202504","22","32,500","개인","개인","1980","마하로31번길","-","중개거래","부산 사하구"
"479","부산광역시 남구 문현동","7**","단독","8m미만","64.68","34.40","202504","21","31,500","개인","개인","1985","남동천로72번길","-","중개거래","부산 부산진구, 부산 연제구"
"480","부산광역시 동래구 명장동","4**","단독","8m미만","301.17","175.00","202504","21","21,000","개인","개인","1991","명장로63번다길","-","중개거래","부산 동래구"
"481","부산광역시 동구 좌천동","8**","단독","8m미만","64.99","152.00","202504","21","5,900","개인","개인","1974","성북로6번길","-","중개거래","부산 동구"
"482","부산광역시 남구 대연동","산9*","단독","8m미만","107.11","169.00","202504","21","60,283","법인","개인","1976","진남로46번길","-","직거래","-"
"483","부산광역시 서구 남부민동","3**","단독","8m미만","106.47","109.00","202504","21","15,700","개인","개인","1987","남부민로44번길","-","중개거래","부산 서구"
"484","부산광역시 서구 아미동2가","3*","단독","8m미만","84.00","44.20","202504","21","3,200","개인","개인","1985","해돋이로239번길","-","직거래","-"
"485","부산광역시 남구 용호동","4**","단독","8m미만","82.31","148.50","202504","21","19,000","개인","개인","1978","용호로","-","직거래","-"
"486","부산광역시 남구 대연동","2**","단독","12m미만","160.33","195.20","202504","21","78,679","법인","개인","1979","못골번영로72번길","-","직거래","-"
"487","부산광역시 중구 부평동1가","3*","단독","12m미만","365.80","44.30","202504","21","130,200","개인","개인","2013","중구로29번길","-","직거래","-"
"488","부산광역시 사하구 괴정동","1***","단독","8m미만","48.09","52.90","202504","19","5,000","개인","개인","1985","사하로186번길","-","중개거래","부산 사상구"
"489","부산광역시 영도구 신선동2가","1**","단독","8m미만","42.45","50.00","202504","19","4,000","개인","개인","1974","신선초롱길","-","중개거래","부산 남구"
"490","부산광역시 부산진구 전포동","1**","단독","12m미만","355.50","174.90","202504","19","55,000","법인","개인","1981","전포대로276번길","-","중개거래","부산 부산진구"
"491","부산광역시 동래구 명장동","1**","단독","8m미만","121.95","129.70","202504","19","27,500","개인","개인","1979","명안로53번길","-","중개거래","부산 동래구"
"492","부산광역시 해운대구 반여동","1***","다가구","12m미만","171.39","66.00","202504","18","9,700","개인","개인","1992","재반로211번길","-","직거래","-"
"493","부산광역시 부산진구 당감동","3**","단독","8m미만","96.41","69.00","202504","17","35,750","개인","개인","1983","동평로45번길","-","중개거래","부산 동래구"
"494","부산광역시 영도구 동삼동","2**","단독","12m미만","490.50","165.00","202504","17","35,000","개인","개인","1986","웃서발로","20250711","중개거래","부산 영도구"
"495","부산광역시 동구 초량동","1***","단독","12m미만","79.09","53.00","202504","17","41,000","기타","개인","1993","초량상로","-","중개거래","부산 동래구"
"496","부산광역시 강서구 신호동","2**","다가구","8m미만","341.89","160.65","202504","17","50,000","개인","개인","2017","신호산단5로","-","직거래","-"
"497","부산광역시 사상구 주례동","9*","다가구","8m미만","166.29","112.00","202504","17","12,200","개인","개인","1991","가야대로330번길","-","직거래","-"
"498","부산광역시 남구 문현동","1***","단독","8m미만","161.39","4.00","202504","16","1,897","법인","법인","1983","장고개로104번길","-","직거래","-"
"499","부산광역시 남구 문현동","1***","단독","8m미만","106.88","79.00","202504","16","37,468","법인","법인","1985","장고개로104번길","-","직거래","-"
"500","부산광역시 중구 동광동2가","1*","단독","8m미만","154.52","82.60","202504","16","37,000","개인","개인","1983","대청로126번길","20250612","중개거래","부산 연제구"
"501","부산광역시 금정구 노포동","3**","단독","8m미만","100.68","344.00","202504","16","35,000","개인","개인","1980","중앙대로2327번안길","-","중개거래","부산 동래구"
"502","부산광역시 해운대구 재송동","1***","단독","8m미만","20.16","83.80","202504","16","11,500","개인","개인","2021","해운대로61번가길","-","직거래","-"
"503","부산광역시 남구 문현동","1***","단독","8m미만","163.25","166.00","202504","16","45,000","법인","법인","1984","장고개로","-","직거래","-"
"504","부산광역시 남구 문현동","9**","다가구","8m미만","170.36","112.00","202504","16","74,500","법인","법인","1996","장고개로104번길","-","직거래","-"
"505","부산광역시 남구 문현동","1***","단독","8m미만","164.14","151.00","202504","16","98,000","법인","법인","1983","장고개로104번길","-","직거래","-"
"506","부산광역시 남구 문현동","1***","단독","8m미만","147.71","12.00","202504","16","8,459","법인","법인","1983","장고개로104번길","-","직거래","-"
"507","부산광역시 남구 문현동","9**","다가구","8m미만","147.38","136.00","202504","16","95,864","법인","법인","1989","장고개로104번길","-","직거래","-"
"508","부산광역시 남구 문현동","1***","단독","8m미만","103.94","101.00","202504","16","71,192","법인","법인","1983","장고개로104번길","-","직거래","-"
"509","부산광역시 남구 문현동","1***","단독","8m미만","127.80","17.00","202504","16","65,553","법인","법인","1984","장고개로","-","직거래","-"
"510","부산광역시 북구 만덕동","6**","다가구","8m미만","144.98","144.00","202504","16","25,100","개인","개인","1991","만덕1로","20250712","중개거래","부산 북구"
"511","부산광역시 남구 문현동","1***","단독","8m미만","171.66","186.00","202504","16","88,216","법인","법인","1983","장고개로104번길","-","직거래","-"
"512","부산광역시 남구 문현동","1***","다가구","8m미만","135.13","128.00","202504","16","60,708","법인","법인","1984","장고개로104번길","-","직거래","-"
"513","부산광역시 남구 문현동","1***","단독","8m미만","105.01","95.00","202504","16","45,057","법인","법인","1984","장고개로104번길","-","직거래","-"
"514","부산광역시 남구 문현동","1***","다가구","8m미만","103.86","96.00","202504","16","45,531","법인","법인","1993","장고개로104번길","-","직거래","-"
"515","부산광역시 중구 동광동2가","1*","단독","8m미만","154.52","82.60","202504","16","37,000","법인","개인","1983","대청로126번길","-","중개거래","부산 연제구"
"516","부산광역시 남구 문현동","1***","다가구","8m미만","173.35","103.00","202504","16","72,602","법인","법인","1988","장고개로104번길","-","직거래","-"
"517","부산광역시 남구 문현동","1***","단독","12m미만","161.80","10.00","202504","16","4,743","법인","법인","2001","","-","직거래","-"
"518","부산광역시 남구 문현동","1***","단독","8m미만","39.04","106.00","202504","16","50,274","법인","법인","1971","장고개로104번길","-","직거래","-"
"519","부산광역시 남구 문현동","1***","다가구","8m미만","104.06","62.00","202504","16","29,405","법인","법인","1991","장고개로104번길","-","직거래","-"
"520","부산광역시 남구 문현동","1***","단독","8m미만","122.14","100.00","202504","16","47,428","법인","법인","1983","장고개로104번길","-","직거래","-"
"521","부산광역시 남구 문현동","9**","단독","8m미만","127.83","126.00","202504","16","59,759","법인","법인","1985","장고개로104번길","-","직거래","-"
"522","부산광역시 남구 문현동","9**","단독","8m미만","107.21","102.00","202504","16","48,377","법인","법인","1986","장고개로104번길","-","직거래","-"
"523","부산광역시 남구 문현동","9**","단독","8m미만","112.56","108.00","202504","16","51,222","법인","법인","1985","장고개로104번길","-","직거래","-"
"524","부산광역시 남구 문현동","9**","다가구","8m미만","140.10","95.00","202504","16","45,057","법인","법인","1989","장고개로104번길","-","직거래","-"
"525","부산광역시 남구 문현동","9**","단독","8m미만","73.35","47.00","202504","16","22,291","법인","법인","1985","장고개로104번길","-","직거래","-"
"526","부산광역시 남구 문현동","1***","단독","12m미만","198.48","168.00","202504","16","79,679","법인","법인","1985","장고개로104번길","-","직거래","-"
"527","부산광역시 남구 문현동","1***","다가구","8m미만","137.15","91.00","202504","16","43,159","법인","법인","1992","장고개로104번길","-","직거래","-"
"528","부산광역시 남구 문현동","1***","단독","8m미만","121.88","102.00","202504","16","48,377","법인","법인","1983","장고개로104번길","-","직거래","-"
"529","부산광역시 남구 문현동","1***","단독","8m미만","192.47","113.00","202504","16","53,594","법인","법인","1985","장고개로104번길","-","직거래","-"
