NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,건물명,도로조건,계약면적(㎡),전체주소,주택매매가격(만원)
25850,부산광역시 남구 용호동,467,467,0,대광타워맨션,전세,84.93,202501,31,"11,000",0,15,1995,이기대공원로26번길 45-3,202502~202702,신규,-,,,아파트,,,,부산광역시 남구 용호동 이기대공원로26번길 45-3,12500
25865,부산광역시 사상구 학장동,571-3,571,3,신구덕우성,전세,75.65,202501,31,"18,000",0,10,2000,학감대로 109-16,202503~202703,신규,-,,,아파트,,,,부산광역시 사상구 학장동 학감대로 109-16,20000
25894,부산광역시 사하구 하단동,616-8,616,8,보해이브빌2차,전세,84.03,202501,31,"16,000",0,8,2003,하신중앙로 324,202503~202703,신규,-,,,아파트,,,,부산광역시 사하구 하단동 하신중앙로 324,24000
25980,부산광역시 연제구 연산동,1288-3,1288,3,전원에스빌,전세,84.57,202501,27,"18,000",0,13,2003,중앙대로1075번길 28,202503~202703,신규,-,,,아파트,,,,부산광역시 연제구 연산동 중앙대로1075번길 28,5000
25981,부산광역시 연제구 연산동,309-5,309,5,월드파크4,전세,76.3475,202501,27,"26,000",0,14,2017,과정로 320,202502~202702,신규,-,,,아파트,,,,부산광역시 연제구 연산동 과정로 320,18500
26184,부산광역시 사하구 괴정동,614-2,614,2,한일하나로,전세,59.58,202501,25,"9,000",0,1,1985,사하로141번나길 35-3,202503~202703,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 사하로141번나길 35-3,12300
26253,부산광역시 사하구 하단동,717-2,717,2,하단한신원룸,전세,30.62,202501,24,"3,500",0,4,1998,승학로17번길 82,202502~202602,신규,-,,,아파트,,,,부산광역시 사하구 하단동 승학로17번길 82,4500
26307,부산광역시 부산진구 양정동,109-9,109,9,양정센텀,전세,75.77,202501,24,"18,000",0,12,2015,연수로 57,202502~202702,신규,-,,,아파트,,,,부산광역시 부산진구 양정동 연수로 57,21700
26310,부산광역시 서구 동대신동3가,63-245,63,245,정림파크,전세,57.6,202501,24,"8,000",0,3,1989,망양로111번길 18-8,202502~202702,신규,-,,,아파트,,,,부산광역시 서구 동대신동3가 망양로111번길 18-8,7500
26340,부산광역시 영도구 동삼동,1190,1190,0,영도경동리인,전세,68.9213,202501,24,"18,000",0,11,2017,절영로490번길 18,202503~202703,신규,-,,,아파트,,,,부산광역시 영도구 동삼동 절영로490번길 18,22000
26385,부산광역시 북구 구포동,452,452,0,구포윤창비에이치타운,전세,60.59,202501,24,"18,000",0,13,2018,낙동대로1762번가길 20,202502~202702,신규,-,,,아파트,,,,부산광역시 북구 구포동 낙동대로1762번가길 20,21000
26593,부산광역시 기장군 일광읍 이천리,472,472,0,동부산쏠마레,전세,49.5896,202501,22,"13,000",0,6,2014,이천11길 23,202503~202703,신규,-,,,아파트,,,,부산광역시 기장군 일광읍 이천리 이천11길 23,17300
26639,부산광역시 수영구 민락동,542,542,0,극동아파트,전세,82.98,202501,22,"9,000",0,5,1987,무학로69번길 80,202502~202702,신규,-,,,아파트,,,,부산광역시 수영구 민락동 무학로69번길 80,39000
26686,부산광역시 해운대구 재송동,1151-2,1151,2,남성선파크,전세,42.05,202501,22,"5,000",0,2,1988,재송2로23번길 50,202503~202703,신규,-,,,아파트,,,,부산광역시 해운대구 재송동 재송2로23번길 50,6000
26730,부산광역시 금정구 장전동,269-3,269,3,현대2,전세,84.69,202501,21,"22,000",0,18,1998,금강로279번길 61,202502~202702,신규,-,,,아파트,,,,부산광역시 금정구 장전동 금강로279번길 61,22000
26835,부산광역시 서구 암남동,334-10,334,10,송도혜성주상복합빌딩,전세,84.96,202501,21,"16,000",0,5,2002,충무대로 24,202503~202703,신규,-,,,아파트,,,,부산광역시 서구 암남동 충무대로 24,16000
27072,부산광역시 부산진구 범천동,1197-8,1197,8,동원퀸스빌,전세,67.16,202501,20,"15,000",0,7,2005,신암로 107,202503~202703,신규,-,,,아파트,,,,부산광역시 부산진구 범천동 신암로 107,13000
27133,부산광역시 북구 만덕동,954,954,0,만덕3휴먼시아,전세,74.89,202501,19,"22,000",0,23,2009,만덕1로51번길 11,202502~202702,신규,-,,,아파트,,,,부산광역시 북구 만덕동 만덕1로51번길 11,21500
27329,부산광역시 동래구 온천동,164-66,164,66,위너비타,전세,23.45,202501,18,"4,000",0,11,2003,온천장로 102,202501~202701,신규,-,,,아파트,,,,부산광역시 동래구 온천동 온천장로 102,8000
27413,부산광역시 해운대구 반여동,1405-31,1405,31,삼익그린맨션,전세,61.83,202501,17,"11,000",0,13,1985,선수촌로21번길 30,202503~202703,신규,-,,,아파트,,,,부산광역시 해운대구 반여동 선수촌로21번길 30,25500
27417,부산광역시 남구 문현동,648-13,648,13,대성문문현3차퀸즈W,전세,48.7994,202501,17,"12,500",0,11,2014,전포대로40번길 9,202502~202702,신규,-,,,아파트,,,,부산광역시 남구 문현동 전포대로40번길 9,16250
27432,부산광역시 연제구 거제동,898-1,898,1,월드마크아시아드,전세,160.63,202501,17,"70,000",0,35,2008,종합운동장로12번길 8,202502~202702,신규,-,,,아파트,,,,부산광역시 연제구 거제동 종합운동장로12번길 8,94000
27435,부산광역시 기장군 기장읍 대라리,94-13,94,13,에이원더시티,전세,25.1935,202501,17,"10,000",0,14,2019,차성남로89번길 6-6,202502~202702,신규,-,,,아파트,,,,부산광역시 기장군 기장읍 대라리 차성남로89번길 6-6,11500
27454,부산광역시 사상구 괘법동,542-15,542,15,아이더블유타워,전세,49.02,202501,17,"14,000",0,5,2019,광장로97번길 7,202501~202701,신규,-,,,아파트,,,,부산광역시 사상구 괘법동 광장로97번길 7,18500
27470,부산광역시 금정구 서동,304-151,304,151,서동삼한-1,전세,84.57,202501,17,"13,500",0,1,2003,명서로 76,202502~202702,신규,-,,,아파트,,,,부산광역시 금정구 서동 명서로 76,14000
27524,부산광역시 중구 보수동1가,Jan.41,41,1,대림에이스타운,전세,147.78,202501,17,"27,000",0,8,1994,법수길 72,202503~202703,신규,-,,,아파트,,,,부산광역시 중구 보수동1가 법수길 72,34700
27535,부산광역시 영도구 동삼동,679-1,679,1,동삼동삼창그린타운(679-1),전세,59.625,202501,17,"9,000",0,4,1996,태종로700번길 19,202502~202702,신규,-,,,아파트,,,,부산광역시 영도구 동삼동 태종로700번길 19,10000
27543,부산광역시 영도구 동삼동,1171,1171,0,영도일동미라주브라이튼(2단지),전세,60.22,202501,17,"15,000",0,13,2014,동삼로 98,202502~202702,신규,-,,,아파트,,,,부산광역시 영도구 동삼동 동삼로 98,27700
27577,부산광역시 동래구 명륜동,693,693,0,명륜한신,전세,78.93,202501,16,"3,000",0,4,1985,동래로57번길 4,202502~202602,신규,-,,,아파트,,,,부산광역시 동래구 명륜동 동래로57번길 4,47000
27580,부산광역시 부산진구 양정동,271-2,271,2,산호맨션,전세,84.15,202501,16,"10,000",0,5,1985,연수로 29,202503~202703,신규,-,,,아파트,,,,부산광역시 부산진구 양정동 연수로 29,40000
27675,부산광역시 사하구 괴정동,568-10,568,10,괴정동568-10공동주택(최중호),전세,55.17,202501,16,"8,000",0,2,1975,괴정로 203,202502~202702,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 괴정로 203,28700
27712,부산광역시 금정구 장전동,607-9,607,9,새온천,전세,61.59,202501,16,"9,000",0,2,1977,식물원로17번길 25,202502~202602,신규,-,,,아파트,,,,부산광역시 금정구 장전동 식물원로17번길 25,16000
27760,부산광역시 금정구 부곡동,896-4,896,4,금정,전세,52.36,202501,15,"9,000",0,5,1977,오시게로 4,202502~202702,신규,-,,,아파트,,,,부산광역시 금정구 부곡동 오시게로 4,18000
27841,부산광역시 해운대구 우동,397-68,397,68,해운파크맨션,전세,62.82,202501,15,"10,000",0,4,1985,우동1로71번길 9-9,202502~202702,신규,-,,,아파트,,,,부산광역시 해운대구 우동 우동1로71번길 9-9,26800
27889,부산광역시 남구 문현동,402-70,402,70,한화꿈에그린,전세,84.8738,202501,14,"28,000",0,16,2006,전포대로20번길 26,202502~202702,신규,-,,,아파트,,,,부산광역시 남구 문현동 전포대로20번길 26,45000
27907,부산광역시 북구 구포동,1248-7,1248,7,백조그린타운,전세,58.6,202501,14,"7,000",0,1,1993,시랑로 158,202501~202701,신규,-,,,아파트,,,,부산광역시 북구 구포동 시랑로 158,10900
27982,부산광역시 사하구 당리동,2월 17일,17,2,혜성,전세,84.36,202501,14,"14,000",0,11,1996,제석로 127,202502~202702,신규,-,,,아파트,,,,부산광역시 사하구 당리동 제석로 127,16100
27989,부산광역시 사하구 괴정동,322-1,322,1,대티역스마트더블유인공지능,전세,25.307,202501,14,"12,500",0,12,2019,낙동대로 137,202502~202702,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 낙동대로 137,24000
27995,부산광역시 금정구 남산동,374-68,374,68,현대그레이스,전세,82.88,202501,14,"11,500",0,9,1994,벅구산로 25-5,202501~202701,신규,-,,,아파트,,,,부산광역시 금정구 남산동 벅구산로 25-5,15000
28064,부산광역시 부산진구 부암동,601-28,601,28,솔내음파미유,전세,58.9839,202501,13,"9,000",0,6,2004,부암당산로21번길 48,202502~202702,신규,-,,,아파트,,,,부산광역시 부산진구 부암동 부암당산로21번길 48,12500
28071,부산광역시 영도구 동삼동,363-38,363,38,삼창파크맨션1동,전세,60.39,202501,13,"8,100",0,4,1986,절영로 555,202502~202702,신규,-,,,아파트,,,,부산광역시 영도구 동삼동 절영로 555,10500
28119,부산광역시 사상구 괘법동,273-1,273,1,괘법동포르투나,전세,47.4765,202501,13,"17,000",0,13,2019,사상로224번길 16,202502~202702,신규,-,,,아파트,,,,부산광역시 사상구 괘법동 사상로224번길 16,19000
28201,부산광역시 사하구 당리동,321-1,321,1,경성리치W,전세,138.15,202501,13,"28,000",0,2,2005,낙동대로 388,202504~202704,신규,-,,,아파트,,,,부산광역시 사하구 당리동 낙동대로 388,44500
28423,부산광역시 금정구 구서동,177-27,177,27,성원맨투로빌,전세,82.66,202501,11,"20,000",0,6,2004,중앙대로 1926,202501~202701,신규,-,,,아파트,,,,부산광역시 금정구 구서동 중앙대로 1926,25500
28593,부산광역시 해운대구 우동,1488,1488,0,대우월드마크센텀,전세,152.53,202501,10,"113,000",0,26,2010,센텀동로 25,202502~202702,신규,-,,,아파트,,,,부산광역시 해운대구 우동 센텀동로 25,380000
28874,부산광역시 사상구 모라동,334,334,0,삼정그린코아,전세,124.545,202501,8,"17,000",0,6,1993,백양대로934번길 20,202504~202704,신규,-,,,아파트,,,,부산광역시 사상구 모라동 백양대로934번길 20,16500
28929,부산광역시 부산진구 양정동,213-3,213,3,양정해광빌리지,전세,39.3,202501,8,"8,500",0,6,2012,중앙대로969번길 12-12,202501~202701,신규,-,,,아파트,,,,부산광역시 부산진구 양정동 중앙대로969번길 12-12,10000
28932,부산광역시 동래구 안락동,632-1,632,1,한성기린,전세,53.67,202501,8,"10,000",0,6,1987,온천천로431번길 42,202502~202702,신규,-,,,아파트,,,,부산광역시 동래구 안락동 온천천로431번길 42,15800
28985,부산광역시 부산진구 개금동,2월 19일,19,2,현대,전세,71.175,202501,7,"11,000",0,20,1992,개금본동로 34,202502~202702,신규,-,,,아파트,,,,부산광역시 부산진구 개금동 개금본동로 34,10400
29058,부산광역시 해운대구 중동,1498-3,1498,3,삼안스튜디오2000,전세,49.23,202501,7,"12,000",0,5,1995,달맞이길117번다길 42-22,202502~202702,신규,-,,,아파트,,,,부산광역시 해운대구 중동 달맞이길117번다길 42-22,19800
29157,부산광역시 사하구 괴정동,530-13,530,13,협진태양,전세,61.12,202501,6,"9,000",0,1,1981,괴정로270번길 34,202501~202503,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 괴정로270번길 34,15000
29244,부산광역시 서구 서대신동3가,566-5,566,5,구덕자유,전세,84.99,202501,6,"20,000",0,18,1996,망양로33번길 27,202502~202702,신규,-,,,아파트,,,,부산광역시 서구 서대신동3가 망양로33번길 27,23000
29332,부산광역시 수영구 광안동,142-6,142,6,광안협성엠파이어Ⅱ,전세,50.7624,202501,5,"20,000",0,7,2013,수영로588번길 7,202502~202702,신규,-,,,아파트,,,,부산광역시 수영구 광안동 수영로588번길 7,30000
29449,부산광역시 해운대구 중동,181-1,181,1,해운대중동롯데캐슬마스터2,전세,123.2898,202501,4,"45,000",0,22,2007,좌동로63번길 46,202501~202701,신규,-,,,아파트,,,,부산광역시 해운대구 중동 좌동로63번길 46,60000
29545,부산광역시 사하구 당리동,572,572,0,당리푸르지오,전세,102.2953,202501,4,"33,000",0,1,2013,승학로71번길 30,202502~202702,신규,-,,,아파트,,,,부산광역시 사하구 당리동 승학로71번길 30,41000
29639,부산광역시 동구 수정동,1043-21,1043,21,수정동하이츠빌리지,전세,59.24,202501,3,"12,000",0,4,2004,홍곡남로18번길 23-4,202501~202701,신규,-,,,아파트,,,,부산광역시 동구 수정동 홍곡남로18번길 23-4,23000
29678,부산광역시 남구 감만동,233-1,233,1,감만현대3,전세,74.01,202501,2,"14,000",0,4,1997,우암로2번길 30,202502~202702,신규,-,,,아파트,,,,부산광역시 남구 감만동 우암로2번길 30,16000
29690,부산광역시 남구 문현동,405-1,405,1,대성문문현2차퀸즈w,전세,37.4579,202501,2,"11,000",0,8,2014,수영로 21-3,202502~202702,신규,-,,,아파트,,,,부산광역시 남구 문현동 수영로 21-3,12500
29706,부산광역시 해운대구 반여동,1291-1460,1291,1460,현대3,전세,84.91,202501,2,"11,800",0,11,1995,재반로212번길 67,202501~202701,신규,-,,,아파트,,,,부산광역시 해운대구 반여동 재반로212번길 67,9250
29763,부산광역시 사하구 당리동,534-1,534,1,벽산으뜸,전세,61.85,202501,2,"8,900",0,12,1992,다대로22번길 30,202501~202701,신규,-,,,아파트,,,,부산광역시 사하구 당리동 다대로22번길 30,15000
29799,부산광역시 부산진구 당감동,792-3,792,3,국제프라자,전세,72.63,202501,2,"10,000",0,10,1995,백양관문로 101,202501~202701,신규,-,,,아파트,,,,부산광역시 부산진구 당감동 백양관문로 101,15400
29863,부산광역시 사하구 구평동,Jul.41,41,7,구평화신,전세,84.945,202412,31,"12,500",0,2,1993,사하로 47,202502~202702,신규,-,,,아파트,,,,부산광역시 사하구 구평동 사하로 47,13100
30018,부산광역시 남구 대연동,384-26,384,26,벽산e-솔렌스힐,전세,16.8303,202412,30,"8,000",0,4,2015,수영로 283,202502~202702,신규,-,,,아파트,,,,부산광역시 남구 대연동 수영로 283,9200
30096,부산광역시 강서구 지사동,1182-2,1182,2,명진파크뷰,전세,21.146,202412,30,"4,000",0,9,2016,과학산단2로20번길 11,202502~202702,신규,-,,,아파트,,,,부산광역시 강서구 지사동 과학산단2로20번길 11,5400
30189,부산광역시 부산진구 부암동,65-17,65,17,부암동리젠트힐,전세,27.39,202412,29,"5,500",0,5,2004,신천대로 242,202501~202701,신규,-,,,아파트,,,,부산광역시 부산진구 부암동 신천대로 242,6000
30212,부산광역시 해운대구 반송동,683-12,683,12,영화,전세,51.39,202412,29,"7,000",0,3,1985,반송로 827,202412~202512,신규,-,,,아파트,,,,부산광역시 해운대구 반송동 반송로 827,11300
30226,부산광역시 사하구 하단동,870-98,870,98,지오빌1(A동),전세,84.93,202412,28,"18,500",0,13,2003,하신중앙로313번길 84,202502~202702,신규,-,,,아파트,,,,부산광역시 사하구 하단동 하신중앙로313번길 84,25000
30227,부산광역시 사하구 당리동,12월 16일,16,12,동원베네스트2차,전세,102.6267,202412,28,"19,000",0,8,2006,제석로 171,202501~202701,신규,-,,,아파트,,,,부산광역시 사하구 당리동 제석로 171,18700
30397,부산광역시 동래구 온천동,189-18,189,18,신화하니엘더라임,전세,46.7871,202412,27,"14,400",0,14,2017,금강로106번길 41,202501~202701,신규,-,,,아파트,,,,부산광역시 동래구 온천동 금강로106번길 41,15300
30401,부산광역시 북구 구포동,1295,1295,0,구포유림노르웨이숲2차,전세,124.8478,202412,27,"30,000",0,15,2008,낙동북로 743,202501~202701,신규,-,,,아파트,,,,부산광역시 북구 구포동 낙동북로 743,19300
30511,부산광역시 사하구 구평동,497,497,0,부산구평동한신휴플러스,전세,59.7627,202412,27,"13,000",0,9,2013,을숙도대로709번길 22,202501~202701,신규,-,,,아파트,,,,부산광역시 사하구 구평동 을숙도대로709번길 22,16500
30673,부산광역시 남구 문현동,366-18,366,18,세종그랑시아,전세,125.12,202412,26,"34,000",0,31,2006,수영로 12,202412~202503,신규,-,,,아파트,,,,부산광역시 남구 문현동 수영로 12,44000
30679,부산광역시 해운대구 반여동,1477-10,1477,10,현대4,전세,84.69,202412,26,"9,000",0,2,1989,선수촌로21번길 31,202501~202701,신규,-,,,아파트,,,,부산광역시 해운대구 반여동 선수촌로21번길 31,66800
30694,부산광역시 금정구 남산동,61,61,0,남산하이츠타운,전세,59.95,202412,26,"12,000",0,6,1997,중앙대로1985번길 32-6,202501~202701,신규,-,,,아파트,,,,부산광역시 금정구 남산동 중앙대로1985번길 32-6,42000
30695,부산광역시 사하구 괴정동,365-1,365,1,동주,전세,65.52,202412,26,"10,000",0,3,1981,사리로8번길 35,202501~202701,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 사리로8번길 35,20000
30897,부산광역시 사하구 괴정동,457,457,0,흥아거북,전세,75.87,202412,24,"8,000",0,1,1985,오작로8번길 50,202501~202701,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 오작로8번길 50,9000
31000,부산광역시 사상구 주례동,286,286,0,주례2차동일,전세,72.04,202412,23,"14,000",0,2,1998,양지로42번길 13,202412~202612,신규,-,,,아파트,,,,부산광역시 사상구 주례동 양지로42번길 13,13300
31016,부산광역시 수영구 망미동,822-3,822,3,동방(822-3),전세,82.24,202412,23,"14,000",0,5,1980,연수로282번길 7,202501~202701,신규,-,,,아파트,,,,부산광역시 수영구 망미동 연수로282번길 7,22000
31100,부산광역시 사하구 신평동,100,100,0,신평한성임호,전세,122.96,202412,23,"12,000",0,4,1993,다대로 109,202501~202701,신규,-,,,아파트,,,,부산광역시 사하구 신평동 다대로 109,15200
31146,부산광역시 사하구 하단동,517-18,517,18,유원블루파크비동,전세,55.3453,202412,22,"15,000",0,6,2016,낙동남로1389번길 13-12,202502~202702,신규,-,,,아파트,,,,부산광역시 사하구 하단동 낙동남로1389번길 13-12,17200
31154,부산광역시 기장군 기장읍 대라리,185-12,185,12,주명아파트B동,전세,65.04,202412,22,"12,000",0,4,2012,대청로22번길 60,202412~202612,신규,-,,,아파트,,,,부산광역시 기장군 기장읍 대라리 대청로22번길 60,14900
31272,부산광역시 기장군 기장읍 교리,268,268,0,부전타워,전세,83.61,202412,21,"14,000",0,6,1992,차성동로178번길 23,202502~202702,신규,-,,,아파트,,,,부산광역시 기장군 기장읍 교리 차성동로178번길 23,16500
31297,부산광역시 수영구 남천동,558-2,558,2,반도보라맨션,전세,58.71,202412,21,"16,500",0,1,1987,광안해변로15번길 10,202503~202703,신규,-,,,아파트,,,,부산광역시 수영구 남천동 광안해변로15번길 10,56000
31337,부산광역시 사하구 괴정동,491-9,491,9,국제,전세,84.96,202412,21,"16,000",0,3,1985,사하로141번길 20,202502~202702,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 사하로141번길 20,29900
31360,부산광역시 부산진구 양정동,273-1,273,1,롯데갤러리움,전세,84.94,202412,21,"25,000",0,21,2006,중앙대로969번길 11,202502~202702,신규,-,,,아파트,,,,부산광역시 부산진구 양정동 중앙대로969번길 11,30000
31380,부산광역시 영도구 청학동,62-60,62,60,한라비치,전세,59.9,202412,21,"11,000",0,1,1994,태종로 428,202501~202701,신규,-,,,아파트,,,,부산광역시 영도구 청학동 태종로 428,11800
31381,부산광역시 서구 토성동1가,Jan.51,51,1,봄여름가을겨울,전세,84.82,202412,21,"27,000",0,13,2005,보수대로 15,202502~202702,신규,-,,,아파트,,,,부산광역시 서구 토성동1가 보수대로 15,65000
31390,부산광역시 중구 보수동3가,73-35,73,35,보수3차봄여름가을겨울,전세,45.279,202412,21,"16,000",0,11,2017,대청로 23,202502~202702,신규,-,,,아파트,,,,부산광역시 중구 보수동3가 대청로 23,18250
31407,부산광역시 서구 암남동,6월 16일,16,6,송도동일스위트,전세,71.225,202412,20,"18,000",0,4,2006,성산길 47-17,202501~202701,신규,-,,,아파트,,,,부산광역시 서구 암남동 성산길 47-17,19000
31417,부산광역시 동구 초량동,1053-22,1053,22,한울시너스,전세,69.07,202412,20,"11,000",0,6,2013,초량상로 38,202412~202612,신규,-,,,아파트,,,,부산광역시 동구 초량동 초량상로 38,17000
31469,부산광역시 연제구 연산동,585-7,585,7,진흥목화,전세,73.17,202412,20,"16,000",0,4,1984,세병로 15,202502~202702,신규,-,,,아파트,,,,부산광역시 연제구 연산동 세병로 15,23100
31493,부산광역시 북구 구포동,1246-5,1246,5,동부제강사원,전세,49.84,202412,20,"2,000",0,8,1993,시랑로 184,202412~202912,신규,-,,,아파트,,,,부산광역시 북구 구포동 시랑로 184,5800
31610,부산광역시 사하구 괴정동,398-18,398,18,신익,전세,61.38,202412,19,"10,500",0,6,1991,오작로 42,202502~202702,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 오작로 42,15500
31715,부산광역시 남구 대연동,1457-1,1457,1,글로리리치빌,전세,84.91,202412,19,"17,000",0,4,2002,못골번영로 28,202502~202702,신규,-,,,아파트,,,,부산광역시 남구 대연동 못골번영로 28,20500
31720,부산광역시 동래구 온천동,138-24,138,24,용진스타티스7차,전세,43.9053,202412,19,"16,000",0,10,2019,온천장로107번길 38-7,202501~202701,신규,-,,,아파트,,,,부산광역시 동래구 온천동 온천장로107번길 38-7,21900
31764,부산광역시 북구 구포동,1243-9,1243,9,백양,전세,70.99,202412,18,"7,000",0,11,1992,시랑로 183,202501~202701,신규,-,,,아파트,,,,부산광역시 북구 구포동 시랑로 183,7600
32062,부산광역시 수영구 광안동,744-32,744,32,유림주상복합,전세,34.29,202412,16,"8,000",0,23,2004,장대골로7번길 45,202503~202703,신규,-,,,아파트,,,,부산광역시 수영구 광안동 장대골로7번길 45,11000
32233,부산광역시 중구 보수동1가,11월 5일,11,5,미소지음주상복합,전세,80.5746,202412,14,"19,000",0,5,2014,흑교로 92,202502~202702,신규,-,,,아파트,,,,부산광역시 중구 보수동1가 흑교로 92,23200
32244,부산광역시 부산진구 범천동,974-4,974,4,범천동이즈팰리스,전세,47.72,202412,14,"16,200",0,13,2016,범천로12번길 7,202501~202701,신규,-,,,아파트,,,,부산광역시 부산진구 범천동 범천로12번길 7,15900
32336,부산광역시 동래구 사직동,104-5,104,5,오름캐슬,전세,47.28,202412,14,"15,000",0,8,2015,여고로12번길 13,202501~202701,신규,-,,,아파트,,,,부산광역시 동래구 사직동 여고로12번길 13,16000
32403,부산광역시 사하구 괴정동,484-4,484,4,괴정동그린시티,전세,81.76,202412,14,"27,000",0,14,2016,사하로 169,202502~202702,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 사하로 169,34000
32404,부산광역시 사하구 장림동,185-1,185,1,장림3차동원,전세,59.6,202412,13,"10,000",0,3,1999,다대로227번길 37,202501~202701,신규,-,,,아파트,,,,부산광역시 사하구 장림동 다대로227번길 37,11000
32458,부산광역시 금정구 남산동,981-3,981,3,샘하이츠,전세,84.86,202412,13,"12,000",0,3,2001,금샘로 519,202412~202612,신규,-,,,아파트,,,,부산광역시 금정구 남산동 금샘로 519,14000
32509,부산광역시 영도구 봉래동5가,169-1,169,1,시영(169-1),전세,42.98,202412,13,"2,000",0,4,1976,봉래길 134,202412~202612,신규,-,,,아파트,,,,부산광역시 영도구 봉래동5가 봉래길 134,5500
32556,부산광역시 남구 용호동,534-5,534,5,동산로즈맨션,전세,46.98,202412,13,"4,000",0,5,1987,동명로118번길 133,202501~202701,신규,-,,,아파트,,,,부산광역시 남구 용호동 동명로118번길 133,7500
32665,부산광역시 연제구 연산동,346-11,346,11,동원베네스트,전세,84.4977,202412,12,"25,000",0,11,2006,과정로294번길 10,202412~202612,신규,-,,,아파트,,,,부산광역시 연제구 연산동 과정로294번길 10,28500
32723,부산광역시 부산진구 전포동,595-20,595,20,청아,전세,84.5,202412,12,"22,000",0,7,2004,동성로 140,202502~202702,신규,-,,,아파트,,,,부산광역시 부산진구 전포동 동성로 140,27000
32732,부산광역시 부산진구 당감동,1022,1022,0,골드스카이80,전세,23.72,202412,12,"4,000",0,7,2003,가야대로 695,202412~202612,신규,-,,,아파트,,,,부산광역시 부산진구 당감동 가야대로 695,5400
32769,부산광역시 부산진구 가야동,Jun.82,82,6,가야센트리움,전세,46.99,202412,12,"16,000",0,11,2018,가야대로587번길 11-26,202501~202701,신규,-,,,아파트,,,,부산광역시 부산진구 가야동 가야대로587번길 11-26,13800
32776,부산광역시 부산진구 개금동,540-236,540,236,더블루,전세,29.0675,202412,11,"13,500",0,8,2018,엄광로 36-7,202501~202701,신규,-,,,아파트,,,,부산광역시 부산진구 개금동 엄광로 36-7,9000
32832,부산광역시 수영구 망미동,834-3,834,3,산호맨션,전세,84.15,202412,11,"10,000",0,5,1986,연수로249번길 20,202501~202701,신규,-,,,아파트,,,,부산광역시 수영구 망미동 연수로249번길 20,27000
32856,부산광역시 동래구 온천동,1421-35,1421,35,허브센티움Ⅲ,전세,56.865,202412,11,"15,000",0,13,2015,아시아드대로246번길 7,202501~202701,신규,-,,,아파트,,,,부산광역시 동래구 온천동 아시아드대로246번길 7,32000
32877,부산광역시 북구 금곡동,1909,1909,0,대우이안,전세,84.9266,202412,11,"21,000",0,6,2006,금곡대로550번길 6,202501~202701,신규,-,,,아파트,,,,부산광역시 북구 금곡동 금곡대로550번길 6,26800
33004,부산광역시 사상구 주례동,991,991,0,주례제일타워맨션,전세,84.92,202412,10,"14,800",0,13,1993,백양대로506번길 15,202501~202701,신규,-,,,아파트,,,,부산광역시 사상구 주례동 백양대로506번길 15,16800
33021,부산광역시 동구 수정동,1014-8,1014,8,베스안하우스2차,전세,79.1,202412,10,"20,000",0,9,2017,홍곡로 68,202501~202701,신규,-,,,아파트,,,,부산광역시 동구 수정동 홍곡로 68,29000
33048,부산광역시 동래구 낙민동,222-9,222,9,에스더,전세,64.07,202412,10,"15,000",0,5,2016,충렬대로270번길 13,202412~202612,신규,-,,,아파트,,,,부산광역시 동래구 낙민동 충렬대로270번길 13,21000
33098,부산광역시 남구 용호동,519-5,519,5,경동,전세,114.63,202412,10,"29,000",0,14,1992,동명로 202,202412~202601,신규,-,,,아파트,,,,부산광역시 남구 용호동 동명로 202,13500
33110,부산광역시 남구 용호동,487-8,487,8,수피아주상복합,전세,43.17,202412,9,"9,500",0,8,2010,용호로 174,202503~202703,신규,-,,,아파트,,,,부산광역시 남구 용호동 용호로 174,11400
33256,부산광역시 동구 범일동,830-197,830,197,범일역이즈팰리스,전세,49.25,202412,9,"20,000",0,8,2016,조방로26번길 7,202502~202702,신규,-,,,아파트,,,,부산광역시 동구 범일동 조방로26번길 7,21900
33325,부산광역시 금정구 구서동,86-17,86,17,아름베스트빌6차,전세,40.76,202412,7,"8,000",0,4,2004,금정로233번길 53,202501~202701,신규,-,,,아파트,,,,부산광역시 금정구 구서동 금정로233번길 53,22300
33355,부산광역시 금정구 구서동,1070,1070,0,구서SKVIEW2단지,전세,74.8487,202412,7,"32,000",0,2,2016,금샘로245번길 11,202502~202702,신규,-,,,아파트,,,,부산광역시 금정구 구서동 금샘로245번길 11,42500
33405,부산광역시 연제구 거제동,1510,1510,0,거제동롯데캐슬피렌체,전세,158.8408,202412,7,"80,000",0,22,2011,월드컵대로 266,202501~202701,신규,-,,,아파트,,,,부산광역시 연제구 거제동 월드컵대로 266,113000
