NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,보증금(만원),층,건축년도,도로명,계약기간,주택유형,전체주소,주택매매가격(만원)
14325,부산광역시 해운대구 중동,1405-10,1405.0,10.0,대림맨션,전세,37.98,202504,"9,000",5.0,1975.0,해운대해변로 302,202505~202705,아파트,부산광역시 해운대구 중동 해운대해변로 302,37000
14337,부산광역시 동래구 사직동,597,597.0,0.0,한신,전세,126.65,202504,"20,000",12.0,1999.0,쇠미로81번길 33,202506~202706,아파트,부산광역시 동래구 사직동 쇠미로81번길 33,20300
14340,부산광역시 남구 용호동,537-11,537.0,11.0,삼성,전세,48.69,202504,"6,000",4.0,1989.0,용호로232번길 49,202504~202704,아파트,부산광역시 남구 용호동 용호로232번길 49,8500
14373,부산광역시 서구 남부민동,685,685.0,0.0,현대타운,전세,84.45,202504,"20,000",6.0,1999.0,충무대로 246,202505~202705,아파트,부산광역시 서구 남부민동 충무대로 246,27500
14423,부산광역시 기장군 기장읍 교리,2,2.0,0.0,이진캐스빌블루1차,전세,84.9753,202504,"18,000",10.0,2011.0,차성로 461,202505~202605,아파트,부산광역시 기장군 기장읍 교리 차성로 461,34700
14480,부산광역시 북구 구포동,1095-2,1095.0,2.0,삼정그린코아,전세,59.73,202504,"20,000",7.0,1999.0,백양대로1016번길 10,202505~202705,아파트,부산광역시 북구 구포동 백양대로1016번길 10,20000
14481,부산광역시 남구 대연동,1375-2,1375.0,2.0,일동지에닌,전세,84.89,202504,"28,000",5.0,2006.0,수영로 209,202505~202705,아파트,부산광역시 남구 대연동 수영로 209,39000
14526,부산광역시 사하구 괴정동,213-6,213.0,6.0,극동스타클래스,전세,84.898,202504,"25,500",17.0,2007.0,대티로1번길 22,202505~202705,아파트,부산광역시 사하구 괴정동 대티로1번길 22,36500
14529,부산광역시 사하구 다대동,948-1,948.0,1.0,조성,전세,49.87,202504,"5,500",3.0,1990.0,윤공단로17번길 103,202506~202706,아파트,부산광역시 사하구 다대동 윤공단로17번길 103,7900
14579,부산광역시 북구 구포동,986-56,986.0,56.0,에이스타운,전세,59.94,202504,"10,500",13.0,1997.0,백양대로 1098,202505~202705,아파트,부산광역시 북구 구포동 백양대로 1098,18000
14591,부산광역시 기장군 기장읍 서부리,101,101.0,0.0,서부주공,전세,59.83,202504,"15,000",10.0,2001.0,차성서로 123,202505~202705,아파트,부산광역시 기장군 기장읍 서부리 차성서로 123,20400
14594,부산광역시 금정구 장전동,74-77,74.0,77.0,장전현대,전세,59.7,202504,"12,000",10.0,2006.0,수림로 107,202506~202706,아파트,부산광역시 금정구 장전동 수림로 107,19800
14693,부산광역시 동래구 복천동,446-1,446.0,1.0,동래복천현대,전세,84.9,202504,"20,000",17.0,1996.0,복천로5번길 31,202506~202706,아파트,부산광역시 동래구 복천동 복천로5번길 31,31000
14714,부산광역시 서구 암남동,81-19,81.0,19.0,신익별장,전세,45.84,202504,"6,000",5.0,1989.0,천마로 17,202505~202705,아파트,부산광역시 서구 암남동 천마로 17,13000
14724,부산광역시 사상구 덕포동,416-7,416.0,7.0,비룡벨로스텔라,전세,49.98,202504,"19,000",12.0,2020.0,사상로 320,202505~202705,아파트,부산광역시 사상구 덕포동 사상로 320,22500
14734,부산광역시 사상구 학장동,168,168.0,0.0,학장벽산,전세,95.95,202504,"18,500",2.0,1994.0,학감대로 105-21,202505~202705,아파트,부산광역시 사상구 학장동 학감대로 105-21,26000
14759,부산광역시 사상구 괘법동,523-4,523.0,4.0,굿모닝뷰,전세,56.4575,202504,"17,000",7.0,2018.0,낙동대로1210번길 84,202505~202705,아파트,부산광역시 사상구 괘법동 낙동대로1210번길 84,16500
14785,부산광역시 사상구 모라동,986-3,986.0,3.0,대상로웰아파트,전세,47.3289,202504,"15,000",7.0,2018.0,사상로 504,202505~202705,아파트,부산광역시 사상구 모라동 사상로 504,16000
14826,부산광역시 동래구 온천동,1249-3,1249.0,3.0,메종나인,전세,44.2549,202504,"24,000",10.0,2024.0,아시아드대로 229,202505~202705,아파트,부산광역시 동래구 온천동 아시아드대로 229,35000
14837,부산광역시 북구 구포동,851,851.0,0.0,태평양그린,전세,83.63,202504,"8,500",5.0,1994.0,모분재로149번길 53,202505~202705,아파트,부산광역시 북구 구포동 모분재로149번길 53,7500
14841,부산광역시 남구 용호동,179-4,179.0,4.0,일신프리빌리지,전세,84.93,202504,"20,000",18.0,1996.0,용호로 34,202505~202705,아파트,부산광역시 남구 용호동 용호로 34,23000
14902,부산광역시 서구 암남동,201-1,201.0,1.0,송도봄여름가을겨울,전세,95.84,202504,"20,000",19.0,2006.0,충무대로 72,202504~202704,아파트,부산광역시 서구 암남동 충무대로 72,35000
14923,부산광역시 부산진구 부암동,Jun.55,55.0,6.0,일성인포,전세,76.2,202504,"17,000",25.0,1997.0,신천대로 252,202506~202706,아파트,부산광역시 부산진구 부암동 신천대로 252,18700
14946,부산광역시 해운대구 재송동,131,131.0,0.0,신동아,전세,84.0,202504,"16,000",8.0,1992.0,재반로60번길 46-6,202506~202706,아파트,부산광역시 해운대구 재송동 재반로60번길 46-6,19400
14969,부산광역시 북구 만덕동,823-8,823.0,8.0,만덕베르빌,전세,59.8,202504,"16,500",15.0,2001.0,만덕1로 8,202506~202706,아파트,부산광역시 북구 만덕동 만덕1로 8,23500
15001,부산광역시 연제구 연산동,408-24,408.0,24.0,명품블루파크,전세,43.3741,202504,"15,000",9.0,2018.0,과정로251번길 45,202505~202705,아파트,부산광역시 연제구 연산동 과정로251번길 45,18500
15066,부산광역시 해운대구 재송동,210-10,210.0,10.0,협성루에나센텀,전세,49.9589,202504,"20,000",17.0,2023.0,재송1로 5,202505~202705,아파트,부산광역시 해운대구 재송동 재송1로 5,25000
15169,부산광역시 수영구 남천동,556-7,556.0,7.0,남천우성스마트시티뷰,전세,84.9536,202504,"40,000",8.0,2020.0,황령대로509번길 9,202505~202705,아파트,부산광역시 수영구 남천동 황령대로509번길 9,53000
15171,부산광역시 기장군 기장읍 교리,65,65.0,0.0,문화그린맨션,전세,59.91,202504,"10,000",3.0,1993.0,차성로417번길 21,202507~202707,아파트,부산광역시 기장군 기장읍 교리 차성로417번길 21,9000
15177,부산광역시 수영구 민락동,113-21,113.0,21.0,"진로비치(201,202동)",전세,84.86,202504,"22,500",4.0,1997.0,광안해변로312번길 11,202506~202706,아파트,부산광역시 수영구 민락동 광안해변로312번길 11,34500
15200,부산광역시 수영구 남천동,5월 18일,18.0,5.0,라움팰리스타워,전세,67.7326,202504,"25,000",6.0,2018.0,남천동로10번길 10,202505~202705,아파트,부산광역시 수영구 남천동 남천동로10번길 10,35500
15210,부산광역시 해운대구 반여동,1088,1088.0,0.0,반여현대,전세,59.92,202504,"12,000",8.0,1995.0,삼어로 131,202506~202706,아파트,부산광역시 해운대구 반여동 삼어로 131,24000
15250,부산광역시 금정구 구서동,184-24,184.0,24.0,산들파르테2차,전세,49.3643,202504,"14,500",10.0,2018.0,구서중앙로 6,202506~202706,아파트,부산광역시 금정구 구서동 구서중앙로 6,19000
15295,부산광역시 부산진구 범천동,842-11,842.0,11.0,가야누리애,전세,84.94,202504,"26,000",13.0,2017.0,범일로154번길 49,202504~202704,아파트,부산광역시 부산진구 범천동 범일로154번길 49,27000
15322,부산광역시 서구 암남동,771,771.0,0.0,비스타동원더비치테라스,전세,84.6704,202504,"30,000",21.0,2023.0,암남공원로 16,202506~202706,아파트,부산광역시 서구 암남동 암남공원로 16,50000
15338,부산광역시 부산진구 범천동,1589-27,1589.0,27.0,탑패밀리,전세,46.78,202504,"11,000",11.0,2004.0,신천대로 167,202504~202704,아파트,부산광역시 부산진구 범천동 신천대로 167,10000
15363,부산광역시 동구 수정동,771-11,771.0,11.0,협성파크,전세,55.89,202504,"6,500",3.0,1989.0,수정공원로 55,202505~202705,아파트,부산광역시 동구 수정동 수정공원로 55,8000
15643,부산광역시 북구 구포동,1060-45,1060.0,45.0,효산벨루스,전세,55.1448,202504,"14,000",7.0,2016.0,구포만세길 115,202505~202705,아파트,부산광역시 북구 구포동 구포만세길 115,11000
15650,부산광역시 북구 금곡동,810,810.0,0.0,금곡8단지주공,전세,48.85,202504,"7,500",6.0,1996.0,효열로 134,202505~202705,아파트,부산광역시 북구 금곡동 효열로 134,7100
15663,부산광역시 남구 용호동,536-18,536.0,18.0,협진태양,전세,62.59,202504,"6,000",5.0,1988.0,용호로198번길 37,202505~202705,아파트,부산광역시 남구 용호동 용호로198번길 37,11400
15664,부산광역시 해운대구 중동,1792,1792.0,0.0,해운대양우내안애팰리스,전세,78.7761,202504,"27,000",8.0,2013.0,좌동순환로433번길 40,202505~202705,아파트,부산광역시 해운대구 중동 좌동순환로433번길 40,32650
15667,부산광역시 남구 우암동,101-1,101.0,1.0,우암중앙하이츠아파트,전세,71.7271,202504,"20,000",13.0,2004.0,유엔로 46,202504~202704,아파트,부산광역시 남구 우암동 유엔로 46,7800
15702,부산광역시 금정구 구서동,681,681.0,0.0,구서다움,전세,79.4807,202504,"26,000",7.0,2013.0,금샘로 266,202505~202705,아파트,부산광역시 금정구 구서동 금샘로 266,30000
15745,부산광역시 부산진구 연지동,1월 6일,1.0,6.0,유림노르웨이숲,전세,73.5252,202504,"23,000",21.0,2006.0,성지로62번길 8,202506~202706,아파트,부산광역시 부산진구 연지동 성지로62번길 8,33000
15786,부산광역시 부산진구 전포동,878-26,878.0,26.0,삼정코아,전세,23.76,202504,"5,000",12.0,2004.0,동천로 134,202504~202704,아파트,부산광역시 부산진구 전포동 동천로 134,6400
15803,부산광역시 동래구 수안동,8월 6일,8.0,6.0,대진,전세,76.69,202504,"15,000",2.0,1978.0,충렬대로218번길 54,202504~202704,아파트,부산광역시 동래구 수안동 충렬대로218번길 54,38000
15812,부산광역시 동래구 명장동,Sep.63,63.0,9.0,삼성타운,전세,59.61,202504,"16,000",8.0,1996.0,명장로20번길 90,202505~202705,아파트,부산광역시 동래구 명장동 명장로20번길 90,24300
15853,부산광역시 해운대구 반여동,1676,1676.0,0.0,해운대센텀트루엘2단지,전세,75.2877,202504,"26,000",8.0,2019.0,삼어로133번나길 18,202507~202707,아파트,부산광역시 해운대구 반여동 삼어로133번나길 18,30500
15907,부산광역시 연제구 거제동,139-1,139.0,1.0,벽산이-메타폴리스,전세,84.42,202504,"27,000",21.0,2005.0,온천천공원길 4,202506~202706,아파트,부산광역시 연제구 거제동 온천천공원길 4,31700
15912,부산광역시 기장군 기장읍 동부리,377-1,377.0,1.0,부전베스트,전세,71.64,202504,"6,800",6.0,1990.0,차성동로142번길 12-2,202504~202704,아파트,부산광역시 기장군 기장읍 동부리 차성동로142번길 12-2,13100
15949,부산광역시 금정구 구서동,1027-1,1027.0,1.0,구서우성,전세,73.08,202504,"16,000",12.0,1994.0,구서중앙로 49,202504~202704,아파트,부산광역시 금정구 구서동 구서중앙로 49,25000
15982,부산광역시 금정구 구서동,260-5,260.0,5.0,용진베스트빌라,전세,84.24,202504,"18,200",5.0,1999.0,금강로453번길 11,202506~202706,아파트,부산광역시 금정구 구서동 금강로453번길 11,16000
15984,부산광역시 사하구 장림동,185-29,185.0,29.0,장림로얄베스토피아,전세,64.1,202504,"9,100",5.0,1993.0,다대로227번길 45,202505~202705,아파트,부산광역시 사하구 장림동 다대로227번길 45,9200
16116,부산광역시 수영구 망미동,1159,1159.0,0.0,망미이진캐스빌,전세,62.6471,202504,"25,000",15.0,2017.0,망미로30번길 51,202504~202704,아파트,부산광역시 수영구 망미동 망미로30번길 51,33000
16157,부산광역시 해운대구 재송동,100-2,100.0,2.0,삼화파크맨션,전세,64.8,202504,"10,000",3.0,1986.0,재반로 10-1,202506~202706,아파트,부산광역시 해운대구 재송동 재반로 10-1,20000
16181,부산광역시 금정구 청룡동,8월 1일,8.0,1.0,청룡동협성엠파이어,전세,84.9949,202504,"28,000",28.0,2013.0,중앙대로 2120,202504~202704,아파트,부산광역시 금정구 청룡동 중앙대로 2120,39300
16189,부산광역시 금정구 구서동,413-8,413.0,8.0,새천년골든밸류빌,전세,83.0025,202504,"18,000",1.0,2003.0,수림로72번길 146,202504~202704,아파트,부산광역시 금정구 구서동 수림로72번길 146,25000
16191,부산광역시 금정구 구서동,183-12,183.0,12.0,아름베스트빌5,전세,42.88,202504,"10,000",7.0,2003.0,중앙대로1926번길 10,202505~202705,아파트,부산광역시 금정구 구서동 중앙대로1926번길 10,9900
16226,부산광역시 부산진구 전포동,683-11,683.0,11.0,서면쌍용플래티넘,전세,25.955,202504,"6,500",8.0,2004.0,동천로 70,202504~202704,아파트,부산광역시 부산진구 전포동 동천로 70,6400
16283,부산광역시 북구 금곡동,Jan.56,56.0,1.0,벽산삼협한솔,전세,125.775,202504,"22,000",13.0,1995.0,효열로 265,202505~202705,아파트,부산광역시 북구 금곡동 효열로 265,23900
16327,부산광역시 사상구 모라동,656-3,656.0,3.0,부원맨션,전세,44.06,202504,"6,000",4.0,1986.0,사상로489번길 60,202504~202704,아파트,부산광역시 사상구 모라동 사상로489번길 60,7300
16333,부산광역시 수영구 민락동,266,266.0,0.0,광안현대하이페리온,전세,131.27,202504,"36,000",9.0,2007.0,광남로223번길 31,202504~202704,아파트,부산광역시 수영구 민락동 광남로223번길 31,67000
16387,부산광역시 금정구 부곡동,64-30,64.0,30.0,천아하늘정원,전세,70.215,202504,"18,500",15.0,2014.0,중앙대로1763번길 32,202504~202704,아파트,부산광역시 금정구 부곡동 중앙대로1763번길 32,27000
16388,부산광역시 금정구 부곡동,364-15,364.0,15.0,현대,전세,84.845,202504,"13,000",5.0,1989.0,동부곡로27번길 85,202504~202704,아파트,부산광역시 금정구 부곡동 동부곡로27번길 85,16700
16400,부산광역시 사하구 신평동,425,425.0,0.0,한신,전세,84.96,202504,"11,000",15.0,1993.0,비봉로 42,202505~202705,아파트,부산광역시 사하구 신평동 비봉로 42,20500
16410,부산광역시 해운대구 좌동,1445,1445.0,0.0,삼환,전세,59.76,202503,"17,000",11.0,1998.0,좌동순환로299번길 22,202505~202705,아파트,부산광역시 해운대구 좌동 좌동순환로299번길 22,28300
16505,부산광역시 중구 영주동,5,5.0,0.0,우남이채롬,전세,59.5022,202503,"15,000",5.0,2006.0,초량상로 13,202505~202705,아파트,부산광역시 중구 영주동 초량상로 13,37000
16506,부산광역시 부산진구 양정동,401-5,401.0,5.0,대능더에스티지,전세,51.5459,202503,"20,000",3.0,2019.0,중앙대로 889-8,202505~202705,아파트,부산광역시 부산진구 양정동 중앙대로 889-8,22500
16510,부산광역시 중구 영주동,161,161.0,0.0,금호,전세,84.86,202503,"17,600",12.0,1997.0,영주로 51,202504~202704,아파트,부산광역시 중구 영주동 영주로 51,10600
16528,부산광역시 사상구 엄궁동,680-2,680.0,2.0,쌍용스윗닷홈,전세,84.9639,202503,"22,000",3.0,2005.0,엄궁로 100,202506~202706,아파트,부산광역시 사상구 엄궁동 엄궁로 100,18400
16571,부산광역시 연제구 연산동,1341-7,1341.0,7.0,시청역이즈팰리스2차,전세,40.74,202503,"15,160",11.0,2017.0,중앙대로1043번길 6,202503~202703,아파트,부산광역시 연제구 연산동 중앙대로1043번길 6,16800
